"Pipeline","Amount","Churn","Contract.Length","Has.Ever.Been.Poc","Country","Tier","Industry","Created.On.Platform","No.Of.Conversations.Q1.To.Q3","Avg.Conversation.Rating.Q1.To.Q3","Avg.No.Of.Conversation.Parts.Q1.To.Q3","Created.Campaigns.Q1.To.Q3","Live.Campaigns.Q1.To.Q3","No.Of.Integrations.Q1.To.Q3","Previous.No.Of.Deals","Percentage.Going.Live","Distinct.Game.Types.Used","Distinct.Live.Game.Types.Used","Avg.Unique.Reg.Rate.Q1.To.Q3","Avg.Time.Spent.Q1.To.Q3","Days.Until.First.Campaign","Days.Until.First.Live.Campaign"
"Newbizz Pipeline",9408.60215053763,"0",365,"Yes","DK","B","Government/Public Sector",2021,2,4.5,31.5,6,0,0,0,0,4,0,0.367182631923119,18.5,23,72.8333333333333
"Newbizz Pipeline",24890.4569892473,"0",365,"Yes","DK","Enterprise","Retailers",2021,2,5,39,12,2,4,0,0.166666666666667,4,1,0.814533622559653,10.5789473684211,17,92
"Renewal sales pipeline",10026.8817204301,"0",365,"No","NL","A","Retailers",2019,27,4.27272727272727,33.44,19,7,3,1,0.368421052631579,6,3,0.794000540570169,35.75,68,69
"Renewal sales pipeline",12768.8172043011,"0",365,"No","DK","Enterprise","B2B",2014,7,4.5,20.2857142857143,17,2,4,1,0.117647058823529,8,1,0.367182631923119,13.7894736842105,25,72.8333333333333
"Renewal sales pipeline",2688.17204301075,"1",366,"No","DK","C","Education (university, online training, schools)",2018,0,4.70372488511426,26.0515683679166,1,1,1,0,1,1,1,0.367182631923119,71,114,118
"Renewal sales pipeline",13440.8602150538,"0",424,"No","DK","A","Media & entertainment",2017,3,4.70372488511426,40,3,2,1,0,0.666666666666667,3,2,0.486675977709144,43.6666666666667,146,147
"Renewal sales pipeline",4838.70967741935,"0",366,"No","DK","Enterprise","Retailers",2018,10,4.6,33,17,4,2,0,0.235294117647059,6,1,0.35930735930736,39.9130434782609,15,69
"Renewal sales pipeline",17045.6989247312,"0",365,"No","UK","Enterprise","B2B",2018,19,4.33333333333333,27,18,8,2,1,0.444444444444444,9,6,0.586979296255334,34.0909090909091,12,36
"Renewal sales pipeline",17045.6989247312,"0",365,"No","UK","Enterprise","B2B",2018,18,4.81818181818182,33,30,7,7,0,0.233333333333333,11,3,0.369077922449392,56.078431372549,5,46
"Renewal sales pipeline",6720.43010752688,"0",366,"No","DK","A","B2B",2018,3,5,9.33333333333333,5,3,2,0,0.6,2,3,0.287570241299524,14.375,76,78
"Renewal sales pipeline",13440.8602150538,"0",365,"No","DK","Enterprise","Pharma / Healthcare",2020,12,5,18.6363636363636,38,17,9,1,0.447368421052632,9,5,0.181694749415922,41.3809523809524,1,15
"Newbizz Pipeline",3360.21505376344,"0",246,"No","DK","Enterprise","Media & entertainment",2019,26,4.7,20.0833333333333,21,13,1,0,0.619047619047619,4,3,0.706441705778116,55.0476190476191,9,14
"Renewal sales pipeline",4704.30107526882,"0",365,"No","DK","C","NGO/interest organisations/labour unions",2019,4,4.66666666666667,19.25,12,2,1,0,0.166666666666667,6,2,0.367182631923119,91.5,24,37
"Newbizz Pipeline",7392.47311827957,"0",366,"No","DK","B","NGO/interest organisations/labour unions",2019,13,4.71428571428571,35.4615384615385,9,3,6,0,0.333333333333333,4,3,0.102104999625158,28.3076923076923,6,72
"Renewal sales pipeline",8064.51612903226,"0",365,"No","DK","A","Retailers",2017,26,4.92307692307692,23.5384615384615,38,27,3,1,0.710526315789474,7,4,0.484507443699883,39.59375,21,53
"Renewal sales pipeline",5376.34408602151,"0",395,"No","DK","B","Retailers",2016,0,4.70372488511426,26.0515683679166,1,2,2,0,2,1,2,0.175137121396342,67,126,183
"Renewal sales pipeline",3763.44086021505,"0",365,"No","DK","C","Retailers",2018,6,4.33333333333333,22.3333333333333,16,5,5,0,0.3125,6,4,0.371606780698733,21.2173913043478,6,96
"Renewal sales pipeline",10080.6451612903,"0",365,"No","DK","B","B2B",2019,3,4.5,16.5,4,1,1,0,0.25,3,1,0.367182631923119,29.25,45,193
"Newbizz Pipeline",2688.17204301075,"0",274,"Yes","DK","B","NGO/interest organisations/labour unions",2020,12,5,18.75,8,6,4,0,0.75,4,3,0.127452171877301,51.8,4,5
"Renewal sales pipeline",15040.3225806452,"0",365,"No","FI","A","Travel & Leisure",2019,4,4.70372488511426,14.3333333333333,12,2,4,0,0.166666666666667,10,2,0.467120096553,25.7560975609756,65,175
"Newbizz Pipeline",7392.47311827957,"0",416,"No","DK","B","Education (university, online training, schools)",2020,20,4.1,27.5294117647059,8,3,3,0,0.375,2,2,0.439983974358974,57.6666666666667,30,93
"Renewal sales pipeline",8736.55913978495,"0",365,"No","DK","A","Financial services",2018,20,4.36363636363636,22.4444444444444,18,8,2,1,0.444444444444444,7,3,0.604897256060048,71.55,10,114
"Newbizz Pipeline",11424.7311827957,"0",395,"No","DK","A","Media & entertainment",2021,3,4.66666666666667,20.3333333333333,22,0,3,0,0,10,0,0.367182631923119,0,33,72.8333333333333
"Newbizz Pipeline",10752.688172043,"0",366,"No","DK","A","Retailers",2019,13,4.70372488511426,20.5555555555556,8,5,5,0,0.625,7,5,0.32541055585874,38.75,4,42
"Newbizz Pipeline",18817.2043010753,"0",395,"No","DK","A","Financial services",2021,13,4.57142857142857,22.3333333333333,24,4,2,0,0.166666666666667,4,1,0.188505747126437,23.9583333333333,13,88
"Newbizz Pipeline",16129.0456989247,"0",365,"No","DK","A","B2B",2020,39,4.95454545454545,29.5263157894737,33,3,3,2,0.0909090909090909,5,1,0.367182631923119,44.6060606060606,68,155
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","C","NGO/interest organisations/labour unions",2018,23,4.5,27.8636363636364,10,3,5,2,0.3,6,3,0.272312677281402,72.4705882352941,39,49
"Newbizz Pipeline",6720.43010752688,"0",381,"No","DK","C","NGO/interest organisations/labour unions",2018,9,4.5,21,19,4,1,0,0.210526315789474,10,3,0.380634959778711,21.2631578947368,44,104
"Renewal sales pipeline",2688.17204301075,"1",366,"No","DK","C","Financial services",2018,0,4.70372488511426,26.0515683679166,8,3,0,0,0.375,5,2,0.394150045891609,47.875,33,197
"Renewal sales pipeline",6720.43010752688,"0",427,"No","DK","B","Consumer brands",2016,2,5,24,7,6,3,0,0.857142857142857,6,6,0.332335163142189,29.1818181818182,125,145
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Consumer brands",2016,0,4.70372488511426,26.0515683679166,1,0,1,1,0,1,0,0.367182631923119,0,53,72.8333333333333
"Newbizz Pipeline",6720.43010752688,"0",307,"Yes","DK","B","Media & entertainment",2021,11,5,38.5,27,9,3,0,0.333333333333333,12,7,0.356804742404368,14.3,10,33
"Newbizz Pipeline",20161.2903225806,"0",365,"No","DK","Enterprise","Telecommunications / Broadband/internet",2020,23,4.72727272727273,35.5652173913044,27,16,4,1,0.592592592592593,10,5,0.328716481851692,37.8545454545455,6,30
"Renewal sales pipeline",1680.10752688172,"0",366,"No","DK","C","Retailers",2017,4,4.70372488511426,41.6666666666667,1,2,1,0,2,1,2,0.31732219515025,83,15,24
"Renewal sales pipeline",3360.21505376344,"0",365,"No","DK","C","Retailers",2017,9,5,46.7142857142857,7,3,1,1,0.428571428571429,5,2,0.282826940856555,37.7142857142857,79,90
"Newbizz Pipeline",10752.688172043,"0",365,"Yes","DK","A","Retailers",2018,18,4.81818181818182,23.5555555555556,52,23,4,0,0.442307692307692,8,7,0.166296924168754,13.3292682926829,1,11
"Renewal sales pipeline",6048.38709677419,"0",181,"Yes","DK","A","Retailers",2018,21,5,22.65,154,103,4,1,0.668831168831169,10,8,0.401804744179821,43.3064516129032,4,25
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","C","Media & entertainment",2018,15,4.5,52.1428571428571,7,5,0,1,0.714285714285714,3,3,0.367182631923119,90.5714285714286,61,69
"Renewal sales pipeline",6720.43010752688,"0",366,"No","DK","C","Media & entertainment",2018,5,4.5,32,2,1,1,0,0.5,2,1,0.203584229390681,21.5,1,58
"Renewal sales pipeline",13440.8602150538,"0",365,"No","DK","A","NGO/interest organisations/labour unions",2019,8,4.85714285714286,22,37,16,4,1,0.432432432432432,8,7,0.35664630675266,99.9555555555555,11,34
"Newbizz Pipeline",16801.0752688172,"0",382,"No","DK","A","NGO/interest organisations/labour unions",2019,28,4.78571428571429,25.5555555555556,43,20,4,0,0.465116279069767,9,6,0.251604807946871,88.09375,37,55
"Renewal sales pipeline",10080.6451612903,"1",365,"No","DK","A","NGO/interest organisations/labour unions",2018,6,4.66666666666667,20.2,15,3,5,0,0.2,5,3,0.340785359845939,40.8095238095238,86,169
"Renewal sales pipeline",16801.0752688172,"0",365,"No","DK","A","Retailers",2016,14,5,22.5,44,21,6,1,0.477272727272727,11,11,0.414902400387948,59.8613861386139,16,21
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","NGO/interest organisations/labour unions",2018,18,4.77777777777778,29.3888888888889,41,32,4,0,0.780487804878049,15,14,0.441625919129416,78.1428571428571,14,63
"Renewal sales pipeline",5376.34408602151,"0",455,"No","DK","B","B2B",2017,12,4,24.0833333333333,6,1,2,0,0.166666666666667,4,1,0.48668159045613,37.5,27,36
"Renewal sales pipeline",10752.688172043,"0",365,"No","DK","Enterprise","Telecommunications / Broadband/internet",2016,1,4.70372488511426,22,1,2,4,1,2,1,2,0.121615590598036,42,29,35
"Renewal sales pipeline",10752.688172043,"0",365,"No","DK","Enterprise","Telecommunications / Broadband/internet",2016,6,4.70372488511426,20,10,9,5,0,0.9,6,5,0.276196051538721,58.7105263157895,20,23
"Renewal sales pipeline",10080.6451612903,"1",397,"Yes","DK","A","Media & entertainment",2017,0,4.70372488511426,26.0515683679166,14,12,2,0,0.857142857142857,8,8,0.447597763827881,29.7058823529412,15,41
"Newbizz Pipeline",5013.44086021505,"1",366,"No","FI","C","B2B",2019,0,4.70372488511426,26.0515683679166,23,4,2,0,0.173913043478261,13,4,0.0811840826813084,20.2608695652174,3,142
"Renewal sales pipeline",10752.688172043,"0",365,"No","DK","A","Financial services",2017,6,5,21.1666666666667,39,16,2,0,0.41025641025641,3,1,0.383060794542137,42.025641025641,6,17
"Renewal sales pipeline",6720.43010752688,"0",397,"No","DK","C","Consumer brands",2018,2,4,11,15,7,2,0,0.466666666666667,3,2,0.405342576649923,86.6875,47,52
"Renewal sales pipeline",5376.34408602151,"0",365,"No","DK","C","Consumer brands",2018,1,4,94,1,0,2,1,0,1,0,0.367182631923119,0,260,72.8333333333333
"Newbizz Pipeline",2688.17204301075,"0",214,"Yes","DK","B","Financial services",2020,3,4.33333333333333,15.3333333333333,7,4,2,1,0.571428571428571,3,3,0.478764539337986,57.4285714285714,1,14
"Newbizz Pipeline",20161.2903225806,"0",365,"No","DK","A","Travel & Leisure",2021,0,4.70372488511426,26.0515683679166,4,0,1,1,0,3,0,0.367182631923119,0,29,72.8333333333333
"Renewal sales pipeline",8021.50537634409,"0",365,"No","FI","B","Retailers",2019,21,4.28571428571429,35.9047619047619,21,13,5,1,0.619047619047619,11,6,0.551120232366502,57.9354838709677,10,44
"Newbizz Pipeline",18010.752688172,"0",426,"No","DK","A","Retailers",2020,8,4.5,30.1428571428571,36,24,3,0,0.666666666666667,8,5,0.27492958466511,69.6341463414634,4,28
"Renewal sales pipeline",10080.6451612903,"0",365,"No","DK","B","Media & entertainment",2018,3,4,16,20,2,0,0,0.1,5,1,0.367182631923119,10.6,49,72.8333333333333
"Newbizz Pipeline",57795.6989247312,"1",365,"Yes","UK","Enterprise","Retailers",2019,0,4.70372488511426,26.0515683679166,31,7,7,0,0.225806451612903,12,7,0.367182631923119,14.4705882352941,3,50
"Newbizz Pipeline",6517.47311827957,"0",365,"No","NL","B","Media & entertainment",2020,63,4.83333333333333,26.0666666666667,80,48,10,0,0.6,21,12,0.363989482082515,58.2994011976048,9,42
"Newbizz Pipeline",22861.2903225806,"0",364,"Yes","NL","B","Media & entertainment",2020,4,4,49.5,54,16,3,0,0.296296296296296,7,3,0.309018812859329,40.2127659574468,2,17
"Renewal sales pipeline",7392.47311827957,"0",365,"No","DK","B","Pharma / Healthcare",2019,15,5,25.8,21,15,2,0,0.714285714285714,3,3,0.217286932770318,46.84375,10,10
"Renewal sales pipeline",16801.0752688172,"0",365,"No","DK","A","Financial services",2017,4,4.5,30.75,1,1,0,0,1,1,1,0.367182631923119,0,238,72.8333333333333
"Newbizz Pipeline",9408.60215053763,"0",425,"No","DK","A","Education (university, online training, schools)",2020,5,4.66666666666667,29,5,1,0,0,0.2,2,1,0.367182631923119,16.2,9,199
"Renewal sales pipeline",5013.44086021505,"0",365,"No","FI","C","Education (university, online training, schools)",2019,3,5,14.6666666666667,5,2,2,0,0.4,4,1,0.367182631923119,47.1666666666667,19,196
"Renewal sales pipeline",5013.44086021505,"0",365,"No","FI","C","Education (university, online training, schools)",2019,2,5,12.5,2,1,3,1,0.5,1,1,0.367182631923119,71.6666666666667,30,55
"Newbizz Pipeline",26069.8924731183,"0",365,"Yes","NL","B","Retailers",2020,46,5,26.8837209302326,50,13,4,0,0.26,6,3,0.367182631923119,42.7924528301887,1,26
"Renewal sales pipeline",11424.7311827957,"0",365,"No","DK","A","Retailers",2018,13,5,20.0833333333333,51,17,4,0,0.333333333333333,11,4,0.357446884014708,20.1272727272727,10,39
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Energy / utility",2019,3,4.5,14.6666666666667,11,2,0,2,0.181818181818182,4,1,0.609761404756347,47.3636363636364,34,208
"Newbizz Pipeline",6720.43010752688,"0",445,"No","DK","B","Energy / utility",2019,11,4.75,20.1818181818182,11,2,1,0,0.181818181818182,5,2,0.146546359676416,18.5454545454545,25,50
"Newbizz Pipeline",6586.02150537634,"0",365,"No","DK","C","B2B",2020,0,4.70372488511426,26.0515683679166,6,0,0,0,0,3,0,0.367182631923119,0,13,72.8333333333333
"Newbizz Pipeline",14784.9462365591,"0",396,"No","DK","Enterprise","Retailers",2020,17,4.57142857142857,29.8,129,80,6,0,0.62015503875969,16,9,0.297883509412844,37.1192052980132,5,12
"Renewal sales pipeline",28225.8064516129,"0",365,"No","DK","A","Media & entertainment",2018,19,4.41666666666667,30.9473684210526,1,0,0,1,0,1,0,0.367182631923119,0,72,72.8333333333333
"Newbizz Pipeline",3360.21505376344,"0",423,"No","DK","C","Consumer brands",2018,2,4.70372488511426,11,14,6,2,0,0.428571428571429,4,4,0.419762923270357,26.75,1,87
"Newbizz Pipeline",11424.7311827957,"0",365,"No","DK","B","Telecommunications / Broadband/internet",2018,1,5,17,6,3,0,0,0.5,2,2,0.337808224077472,58,27,35
"Newbizz Pipeline",8064.51612903226,"0",365,"No","DK","B","Retailers",2017,28,4.25,26.08,24,6,6,1,0.25,12,4,0.31324292811211,18.3636363636364,2,29
"Newbizz Pipeline",12096.7741935484,"0",365,"No","DK","Enterprise","Consumer brands",2021,18,4.30769230769231,21.3888888888889,12,0,1,0,0,1,0,0.367182631923119,14,28,72.8333333333333
"Renewal sales pipeline",12032.2580645161,"0",365,"No","FI","A","Energy / utility",2019,24,4.88888888888889,20.8695652173913,15,7,4,1,0.466666666666667,8,5,0.251748259232921,42.8125,55,148
"Renewal sales pipeline",15040.3225806452,"0",365,"No","FI","A","Energy / utility",2019,14,5,29.8571428571429,15,6,5,1,0.4,6,4,0.418396707621075,32.8,9,45
"Renewal sales pipeline",6048.38709677419,"1",365,"No","DK","B","Retailers",2017,7,4.5,26.7142857142857,4,0,1,1,0,2,0,0.367182631923119,0,70,72.8333333333333
"Renewal sales pipeline",3360.21505376344,"0",366,"No","DK","B","Retailers",2017,29,4.25,26,20,14,7,0,0.7,8,7,0.305263308167139,44.0961538461538,15,18
"Renewal sales pipeline",6297.88440860215,"1",275,"No","DK","Enterprise","Consumer brands",2019,0,4.70372488511426,26.0515683679166,1,0,2,0,0,1,0,0.367182631923119,0,55,72.8333333333333
"Newbizz Pipeline",6720.43010752688,"1",396,"No","DK","B","B2B",2020,18,5,17.8,22,6,4,0,0.272727272727273,6,4,0.181398439558677,22,34,128
"Newbizz Pipeline",20161.2903225806,"0",438,"No","DK","A","Consumer brands",2019,23,5,37.4545454545455,9,1,4,0,0.111111111111111,5,1,0.452581471988286,17.5555555555556,32,133
"Renewal sales pipeline",9408.60215053763,"0",365,"No","DK","A","Consumer brands",2019,94,4.91304347826087,24.816091954023,22,12,3,1,0.545454545454545,5,3,0.42773136517885,40.25,18,24
"Newbizz Pipeline",6720.43010752688,"0",366,"Yes","DK","C","Retailers",2019,4,5,18,15,1,1,0,0.0666666666666667,11,1,0.464231611250962,59,16,85
"Renewal sales pipeline",7392.47311827957,"0",365,"Yes","DK","B","B2B",2019,7,5,28.7142857142857,25,10,5,1,0.4,8,4,0.604457851765479,34.6333333333333,7,47
"Newbizz Pipeline",6016.12903225806,"0",366,"No","FI","B","Retailers",2020,16,4.66666666666667,24.2666666666667,23,7,7,0,0.304347826086957,14,4,0.673753921839516,29.4418604651163,87,103
"Renewal sales pipeline",6016.12903225806,"0",365,"No","FI","B","Retailers",2020,8,4.70372488511426,33.875,31,20,9,1,0.645161290322581,12,7,0.626679595478859,58.525,2,31
"Renewal sales pipeline",16801.0752688172,"0",365,"No","DK","A","Consumer brands",2019,3,5,15.5,7,2,3,2,0.285714285714286,3,2,0.367182631923119,31.8571428571429,47,55
"Newbizz Pipeline",16801.0752688172,"0",534,"No","DK","A","Consumer brands",2019,12,4.33333333333333,16.5,8,4,3,0,0.5,5,4,0.296422008791166,95.5,5,13
"Newbizz Pipeline",6586.02150537634,"1",448,"No","DK","C","Pharma / Healthcare",2019,0,4.70372488511426,26.0515683679166,25,6,1,0,0.24,9,6,0.333932467330083,79.64,28,45
"Newbizz Pipeline",5376.34408602151,"0",425,"No","DK","C","B2B",2019,5,5,21.3333333333333,19,2,8,0,0.105263157894737,4,1,0.126529302711149,39.8055555555556,6,-1
"Newbizz Pipeline",5376.34408602151,"1",214,"Yes","DK","Enterprise","B2B",2019,3,4.70372488511426,25.6666666666667,6,2,1,0,0.333333333333333,3,2,0.371900826446281,39.1666666666667,2,101
"Newbizz Pipeline",23521.5053763441,"0",365,"Yes","DK","Enterprise","B2B",2019,9,4.55555555555556,21.7777777777778,26,1,2,1,0.0384615384615385,5,1,0.656896551724138,45.6756756756757,49,114
"Newbizz Pipeline",4032.25806451613,"1",450,"No","DK","C","Retailers",2019,0,4.70372488511426,26.0515683679166,4,4,1,0,1,3,4,0.552307652425084,45.25,39,41
"Newbizz Pipeline",3008.06451612903,"0",365,"No","FI","B","Education (university, online training, schools)",2020,6,4.66666666666667,21.8333333333333,11,1,4,0,0.0909090909090909,8,1,0.561904761904762,68.7272727272727,10,207
"Newbizz Pipeline",27573.9247311828,"1",397,"Yes","FI","Enterprise","Media & entertainment",2019,0,4.70372488511426,26.0515683679166,22,3,1,0,0.136363636363636,13,3,0.367182631923119,4,27,47
"Newbizz Pipeline",7520.16129032258,"1",366,"No","FI","C","Education (university, online training, schools)",2019,1,4.70372488511426,12,21,5,5,0,0.238095238095238,6,3,0.343146519687711,21.3636363636364,2,32
"Newbizz Pipeline",26881.7204301075,"0",421,"Yes","DK","A","Consumer brands",2021,0,4.70372488511426,26.0515683679166,2,0,0,0,0,2,0,0.367182631923119,0,7,72.8333333333333
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Financial services",2016,2,5,22.5,19,10,5,1,0.526315789473684,3,2,0.539154235272778,58.5454545454545,11,49
"Renewal sales pipeline",3360.21505376344,"0",365,"No","DK","C","B2B",2019,5,5,16.6,8,15,0,0,1.875,3,1,0.237681848934388,59.875,94,110
"Renewal sales pipeline",4032.25806451613,"0",365,"No","DK","C","Retailers",2019,11,5,37.6363636363636,19,7,2,0,0.368421052631579,7,4,0.375213593732301,30.0526315789474,53,91
"Newbizz Pipeline",9677.41935483871,"0",473,"No","DK","A","Media & entertainment",2020,2,4,16,15,1,4,0,0.0666666666666667,5,1,0.245862884160756,18.9375,10,78
"Newbizz Pipeline",6720.43010752688,"1",380,"No","DK","B","Retailers",2018,0,4.70372488511426,26.0515683679166,6,3,5,0,0.5,4,3,0.636946240994741,37.8333333333333,5,42
"Newbizz Pipeline",20053.7634408602,"0",404,"No","FI","A","Energy / utility",2020,31,4.4,25.2222222222222,12,6,3,0,0.5,7,4,0.199501509223295,58.5294117647059,8,44
"Newbizz Pipeline",7334.00537634409,"0",366,"No","DK","B","Media & entertainment",2019,6,5,20,10,3,5,0,0.3,7,3,0.167596470022956,73.9473684210526,12,54
"Newbizz Pipeline",4032.25806451613,"1",366,"No","DK","B","Travel & Leisure",2019,0,4.70372488511426,26.0515683679166,14,6,2,0,0.428571428571429,5,2,0.283625135344483,15.7368421052632,23,79
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","NGO/interest organisations/labour unions",2019,21,4.5,18.45,11,2,6,1,0.181818181818182,4,2,0.0795847750865055,62.2058823529412,140,211
"Newbizz Pipeline",6720.43010752688,"0",366,"No","DK","B","NGO/interest organisations/labour unions",2019,46,4.05882352941176,22.8809523809524,19,5,8,0,0.263157894736842,5,3,0.221698527045621,25.3378378378378,1,48
"Newbizz Pipeline",6720.43010752688,"0",451,"No","DK","B","Education (university, online training, schools)",2020,3,4,39.6666666666667,8,1,2,0,0.125,2,1,0.367182631923119,12.2222222222222,34,243
"Renewal sales pipeline",4032.25806451613,"1",365,"No","DK","C","Media & entertainment",2019,12,4.66666666666667,20.1818181818182,16,15,1,1,0.9375,3,3,0.148148148148148,85.25,13,12
"Newbizz Pipeline",10528.2258064516,"0",457,"No","FI","B","Financial services",2020,11,4.71428571428571,27.1818181818182,9,3,4,0,0.333333333333333,5,1,0.621059379217273,49.8,14,76
"Newbizz Pipeline",5241.93548387097,"0",383,"No","DK","C","Consumer brands",2020,6,4.75,30.6666666666667,4,1,1,0,0.25,2,1,0.367182631923119,30.25,2,161
"Newbizz Pipeline",33064.5161290323,"0",365,"No","UK","A","Retailers",2020,4,4.33333333333333,36,203,141,5,0,0.694581280788177,11,6,0.665191269821307,32.8146341463415,3,28
"Newbizz Pipeline",17338.7096774194,"1",580,"No","UK","B","Retailers",2019,5,4.70372488511426,13.4,15,0,1,0,0,8,0,0.367182631923119,0,55,72.8333333333333
"Newbizz Pipeline",4010.75268817204,"1",365,"No","FI","C","B2B",2019,16,4.5,28.625,16,2,2,0,0.125,5,2,0.841025641025641,59.0625,55,110
"Newbizz Pipeline",5013.44086021505,"0",366,"No","FI","B","B2B",2020,14,4.6,16.0714285714286,38,6,5,0,0.157894736842105,17,4,0.367182631923119,29.6326530612245,3,15
"Newbizz Pipeline",8021.50537634409,"0",365,"No","FI","C","Consumer brands",2020,3,5,37,13,9,6,0,0.692307692307692,10,7,0.398509329275047,80.3947368421053,2,31
"Renewal sales pipeline",8000,"0",365,"No","FI","C","Consumer brands",2020,0,4.70372488511426,26.0515683679166,4,0,0,1,0,1,0,0.367182631923119,50.5,19,72.8333333333333
"Newbizz Pipeline",12715.0537634409,"1",427,"Yes","UK","C","Consumer brands",2019,0,4.70372488511426,26.0515683679166,7,2,3,0,0.285714285714286,4,2,0.0593273712054415,18,27,55
"Newbizz Pipeline",6016.12903225806,"0",397,"No","FI","C","Travel & Leisure",2019,9,4,14,8,29,1,0,3.625,5,6,0.522181711232995,63.75,37,79
"Renewal sales pipeline",5013.44086021505,"0",365,"No","FI","C","NGO/interest organisations/labour unions",2019,13,4.5,19.2307692307692,14,6,4,1,0.428571428571429,6,3,0.0578483245149912,33.8,59,85
"Newbizz Pipeline",8021.50537634409,"0",365,"No","FI","C","Government/Public Sector",2020,20,4.53333333333333,28.35,12,1,2,0,0.0833333333333333,4,1,0.367182631923119,81.5384615384615,85,236
"Newbizz Pipeline",13870.9677419355,"1",366,"No","UK","B","Pharma / Healthcare",2019,0,4.70372488511426,26.0515683679166,28,15,2,0,0.535714285714286,8,4,0.521241188838513,33,8,22
"Newbizz Pipeline",10799.9680645161,"0",365,"No","NL","B","B2B",2019,0,4.70372488511426,26.0515683679166,4,0,0,2,0,3,0,0.367182631923119,0,16,72.8333333333333
"Renewal sales pipeline",2707.25806451613,"1",182,"No","NL","B","B2B",2019,0,4.70372488511426,26.0515683679166,2,0,0,1,0,2,0,0.367182631923119,29.5,10,72.8333333333333
"Renewal sales pipeline",7000,"0",365,"No","FI","C","B2B",2020,7,4.2,41.3333333333333,3,3,1,1,1,2,2,0.229217974676022,114.666666666667,55,79
"Newbizz Pipeline",3008.06451612903,"1",397,"No","FI","C","Education (university, online training, schools)",2019,1,4,22,11,0,2,0,0,4,0,0.367182631923119,4.90909090909091,1,72.8333333333333
"Renewal sales pipeline",8736.55913978495,"1",365,"No","DK","Enterprise","Retailers",2019,12,4,25.1,32,7,4,1,0.21875,6,5,0.238810427251486,20.85,30,44
"Newbizz Pipeline",5846.77419354839,"0",275,"No","DK","Enterprise","Retailers",2019,18,4.66666666666667,24.2352941176471,6,4,2,0,0.666666666666667,3,3,0.077079107505071,25,44,52
"Newbizz Pipeline",3360.21505376344,"1",438,"No","DK","C","Financial services",2019,15,4.2,22.9333333333333,29,3,4,0,0.103448275862069,9,3,0.236843202551403,6.48387096774194,30,60
"Newbizz Pipeline",2688.17204301075,"1",422,"No","DK","C","Retailers",2019,0,4.70372488511426,26.0515683679166,4,2,0,0,0.5,3,2,0.861687413554634,25.75,12,45
"Newbizz Pipeline",23521.5053763441,"0",381,"No","DK","A","Retailers",2019,40,4.33333333333333,31.5675675675676,7,4,5,0,0.571428571428571,4,3,0.414002505489389,69.6,46,94
"Newbizz Pipeline",10080.6451612903,"0",365,"Yes","DK","B","B2B",2020,8,4.85714285714286,23.125,18,2,1,0,0.111111111111111,6,2,0.448211979601167,17.0555555555556,27,49
"Newbizz Pipeline",10080.6451612903,"1",371,"No","DK","A","B2B",2020,19,4.08333333333333,18.6315789473684,24,1,4,0,0.0416666666666667,10,1,0.367182631923119,20.6538461538462,8,62
"Newbizz Pipeline",7392.47311827957,"0",426,"No","DK","B","NGO/interest organisations/labour unions",2020,1,5,23,4,1,3,0,0.25,1,1,0.367182631923119,0,108,72.8333333333333
"Newbizz Pipeline",8736.55913978495,"0",390,"No","DK","B","Government/Public Sector",2020,6,4.5,23.3333333333333,6,2,1,0,0.333333333333333,2,2,0.367182631923119,38.8333333333333,12,141
"Newbizz Pipeline",8021.50537634409,"0",365,"No","FI","C","Media & entertainment",2021,54,4.975,21.1509433962264,139,94,5,0,0.676258992805755,15,10,0.499330983986122,44.6524822695035,4,9
"Newbizz Pipeline",8499.9748655914,"0",365,"No","FI","C","NGO/interest organisations/labour unions",2021,1,5,14,13,0,1,0,0,7,0,0.367182631923119,0,5,72.8333333333333
"Newbizz Pipeline",8021.50537634409,"0",365,"Yes","FI","C","NGO/interest organisations/labour unions",2020,2,4.5,15.5,2,2,4,0,1,1,1,0.367182631923119,56,32,57
"Renewal sales pipeline",10000,"0",365,"No","FI","B","Education (university, online training, schools)",2020,0,4.70372488511426,26.0515683679166,4,1,0,1,0.25,3,1,0.367182631923119,0,37,72.8333333333333
"Newbizz Pipeline",10026.8817204301,"0",365,"No","FI","B","Education (university, online training, schools)",2020,5,4,23.2,22,2,1,0,0.0909090909090909,11,1,0.367182631923119,13.9545454545455,14,86
"Newbizz Pipeline",14112.9032258065,"0",365,"No","DK","Enterprise","Retailers",2021,1,5,30,6,0,2,0,0,2,0,0.367182631923119,0,30,72.8333333333333
"Newbizz Pipeline",5376.34408602151,"1",438,"No","DK","B","Retailers",2020,18,5,31.9411764705882,9,6,4,0,0.666666666666667,6,5,0.352394639060693,34.6363636363636,4,26
